"관측소","관측일시","표층수온(℃)","표층 염분(psu)","표층 DO(mg/L)","표층수심(m)","중충수온(℃)","중충염분(psu)","중충DO(mg/L)","중층수심(m)","저층수온(℃)","저층 염분(psu)","저층 DO(mg/L)","저층수심(m)"
태안 신진도(btsi5),"2020-06-20 16:00",19.8,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-20 16:30",19.7,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-20 17:00",19.3,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-20 17:30",19.5,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-20 18:00",19.9,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-20 18:30",20.3,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-20 19:00",20.4,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-20 19:30",20.3,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-20 20:00",19.8,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-20 20:30",19.6,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-20 21:00",17.4,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-20 21:30",16.4,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-20 22:00",15.7,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-20 22:30",15.8,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-20 23:00",15.9,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-20 23:30",16.7,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-21 00:00",16.4,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-21 00:30",16.8,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-21 01:00",17.2,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-21 01:30",17,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-21 02:00",16.6,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-21 02:30",16.5,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-21 03:00",16.4,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-21 03:30",17.9,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-21 04:00",18.5,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-21 04:30",19.5,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-21 05:00",19.3,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-21 05:30",19.3,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-21 06:00",19,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-21 06:30",18.8,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-21 07:00",19,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-21 07:30",19,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-21 08:00",18.5,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-21 08:30",19.2,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-21 09:00",19,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-21 09:30",19,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-21 10:00",18.4,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-21 10:30",16.4,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-21 11:00",16.7,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-21 11:30",19.1,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-21 12:00",18.5,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-21 12:30",18.2,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-21 13:00",17.9,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-21 13:30",17.7,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-21 14:00",18.1,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-21 14:30",18,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-21 15:00",17.7,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-21 15:30",17.8,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-21 16:00",17.9,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-21 16:30",17.9,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-21 17:00",17.6,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-21 17:30",17.4,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-21 18:00",17.5,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-21 18:30",17.6,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-21 19:00",19,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-21 19:30",18.9,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-21 20:00",18.7,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-21 20:30",17.4,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-21 21:00",16.6,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-21 21:30",16.4,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-21 22:00",16,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-21 22:30",16,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-21 23:00",15.9,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-21 23:30",15.8,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-22 00:00",16,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-22 00:30",15.9,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-22 01:00",15.9,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-22 01:30",15.8,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-22 02:00",15.9,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-22 02:30",15.8,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-22 03:00",15.7,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-22 03:30",15.6,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-22 04:00",15.8,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-22 04:30",18.3,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-22 05:00",18.3,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-22 05:30",18.1,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-22 06:00",18.1,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-22 06:30",17.8,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-22 07:00",17.5,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-22 07:30",17.4,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-22 08:00",17.6,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-22 08:30",18.2,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-22 09:00",18.4,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-22 09:30",18.5,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-22 10:00",18,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-22 10:30",18.7,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-22 11:00",16.9,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-22 11:30",16,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-22 12:00",17.5,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-22 12:30",18.2,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-22 13:00",19.2,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-22 13:30",18.5,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-22 14:00",18,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-22 14:30",17.2,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-22 15:00",16.6,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-22 15:30",16.8,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-22 16:00",16.7,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-22 17:00",16.7,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-22 17:30",16.9,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-22 18:00",17.5,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-22 18:30",17.4,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-22 19:00",17.3,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-22 19:30",17,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-22 20:00",19.1,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-22 20:30",19.1,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-22 21:00",19.1,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-22 21:30",17.4,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-22 22:00",17.6,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-22 22:30",16.1,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-22 23:00",15.9,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-22 23:30",15.6,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-23 00:00",15.6,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-23 00:30",15.7,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-23 01:00",15.8,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-23 01:30",15.8,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-23 02:00",15.8,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-23 02:30",15.6,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-23 03:00",15.9,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-23 03:30",15.6,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-23 04:00",15.4,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-23 04:30",15.5,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-23 05:00",15.7,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-23 05:30",16.1,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-23 06:00",17.9,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-23 06:30",18,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-23 07:00",17.5,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-23 07:30",17.5,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-23 08:00",18.1,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-23 08:30",18.1,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-23 09:00",18.1,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-23 09:30",17.8,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-23 10:00",18,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-23 10:30",17.8,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-23 11:00",18.6,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-23 11:30",16.3,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-23 12:00",16.5,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-23 12:30",16.9,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-23 13:00",18.3,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-23 13:30",17.9,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-23 14:00",17.6,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-23 14:30",17.5,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-23 15:00",18,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-23 15:30",18.7,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-23 16:00",18.2,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-23 16:30",18.2,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-23 17:00",17.8,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-23 17:30",17.4,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-23 18:00",17.6,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-23 18:30",18,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-23 19:00",18.1,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-23 19:30",18.6,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-23 20:00",18.6,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-23 20:30",18.7,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-23 21:00",18.6,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-23 21:30",18.5,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-23 22:00",18.1,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-23 22:30",17.6,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-23 23:00",16.9,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-23 23:30",16.1,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-24 00:00",15.9,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-24 00:30",15.7,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-24 01:00",15.9,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-24 01:30",15.9,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-24 02:00",15.8,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-24 02:30",15.8,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-24 03:00",15.8,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-24 03:30",15.2,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-24 04:00",15,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-24 04:30",15.1,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-24 05:00",15.3,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-24 05:30",16.5,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-24 06:00",16.5,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-24 06:30",17.6,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-24 07:00",17.2,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-24 07:30",17,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-24 08:00",17,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-24 08:30",17.2,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-24 09:00",17,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-24 09:30",16.9,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-24 10:00",17.4,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-24 10:30",17,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-24 11:00",17.3,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-24 11:30",17,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-24 12:00",16.4,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-24 12:30",16,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-24 13:00",16.3,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-24 13:30",18.4,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-24 14:00",17.2,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-24 14:30",16.9,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-24 15:00",16.7,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-24 15:30",16.2,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-24 16:00",16.5,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-24 16:30",16.5,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-24 17:00",16.7,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-24 17:30",16.6,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-24 18:00",16.7,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-24 18:30",16.9,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-24 19:00",17,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-24 19:30",17.5,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-24 20:00",17.5,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-24 20:30",17.5,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-24 21:00",17.5,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-24 21:30",18,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-24 22:00",18.3,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-24 22:30",18.4,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-24 23:00",18.3,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-24 23:30",17.8,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-25 00:00",17.6,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-25 00:30",17.6,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-25 01:00",17.2,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-25 01:30",17,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-25 02:00",16.4,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-25 02:30",17.2,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-25 03:00",16.5,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-25 03:30",16.6,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-25 04:00",16.4,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-25 04:30",16.5,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-25 05:00",16.8,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-25 05:30",17.3,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-25 06:00",17.3,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-25 06:30",17.3,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-25 07:00",17.7,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-25 07:30",17.7,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-25 08:00",17.8,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-25 08:30",17.9,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-25 09:00",17.9,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-25 09:30",18,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-25 10:00",17.9,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-25 10:30",18.2,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-25 11:00",18.2,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-25 11:30",18.9,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-25 12:00",18.5,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-25 12:30",18.2,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-25 13:00",17,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-25 13:30",16.8,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-25 14:00",17.4,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-25 14:30",17.9,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-25 15:00",17.2,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-25 15:30",16.5,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-25 16:00",16.5,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-25 16:30",17.7,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-25 17:00",17.6,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-25 17:30",17.5,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-25 18:00",17.5,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-25 18:30",17.7,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-25 19:00",17.6,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-25 19:30",17.7,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-25 20:00",17.6,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-25 20:30",18.2,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-25 21:00",18.1,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-25 21:30",18.1,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-25 22:00",18.2,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-25 22:30",18.4,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-25 23:00",18.3,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-25 23:30",18.3,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-26 00:00",17.7,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-26 00:30",17.6,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-26 01:00",16.7,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-26 01:30",16.4,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-26 02:00",16.3,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-26 02:30",16.6,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-26 03:00",16.9,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-26 03:30",16.6,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-26 04:00",16.4,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-26 04:30",16.4,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-26 05:00",16.8,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-26 05:30",16.9,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-26 06:00",16.9,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-26 06:30",17.3,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-26 07:00",17.6,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-26 07:30",17.6,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-26 08:00",17.8,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-26 08:30",18,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-26 09:00",18.1,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-26 09:30",18.3,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-26 10:00",18.4,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-26 10:30",18.6,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-26 11:00",18.7,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-26 11:30",18.6,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-26 12:00",18.9,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-26 12:30",18.5,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-26 13:00",19,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-26 13:30",18.3,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-26 14:00",19,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-26 14:30",18.7,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-26 15:00",19.2,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-26 15:30",18.8,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-26 16:00",18.7,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-26 16:30",18.3,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-26 17:00",18.1,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-26 17:30",17.8,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-26 18:00",17.2,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-26 18:30",17.5,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-26 19:00",17.4,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-26 19:30",17.5,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-26 20:00",17.7,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-26 20:30",18.4,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-26 21:00",18.4,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-26 21:30",18.2,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-26 22:00",18,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-26 22:30",17.9,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-26 23:00",19,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-26 23:30",19.1,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-27 00:00",19.1,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-27 00:30",19.1,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-27 01:00",18.2,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-27 01:30",17,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-27 02:00",16.4,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-27 02:30",16.6,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-27 03:00",16.7,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-27 03:30",16.6,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-27 04:00",16.9,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-27 04:30",16.3,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-27 05:00",15.7,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-27 05:30",15.7,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-27 06:00",16,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-27 06:30",16.4,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-27 07:00",16.5,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-27 07:30",16.9,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-27 08:00",17.2,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-27 08:30",18.7,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-27 09:00",18.6,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-27 09:30",18.9,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-27 10:00",18.8,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-27 10:30",19,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-27 11:00",19.3,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-27 11:30",19.2,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-27 12:00",19.7,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-27 12:30",19.6,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-27 13:00",19.4,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-27 13:30",19.5,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-27 14:00",18.7,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-27 14:30",19.1,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-27 15:00",18.9,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-27 15:30",18.8,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-27 16:00",19,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-27 16:30",18.5,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-27 17:00",18,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-27 17:30",18.5,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-27 18:00",18.3,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-27 18:30",17.4,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-27 19:00",16.9,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-27 19:30",17,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-27 20:00",17.2,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-27 20:30",17.2,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-27 21:00",17.3,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-27 21:30",17.9,,,1,,,,,,,,
태안 신진도(btsi5),"2020-06-27 22:00",17.9,,,1,,,,,,,,
